Timestep_s,EulerAt300s_C,ExactAt300s_C,AbsoluteError_C
50,20.9375,22.9872241020718,2.04972410207183
25,21.9005811214447,22.9872241020718,1.08664298062713
12.5,22.4341342258233,22.9872241020718,0.553089876248492
